paper_id,title,year,industry_category,outcome_keyword,outcome_enhanced,pos_matches,neg_matches,neu_matches
33093188,Ad Watch: 'Unstoppable' VUSE Alto TV Spot Closely Mirrors 'Nicotine Addiction Checks' on TikTok.,2021,Independent,Not coded,Not applicable,,,
33093163,Impact of Cigarette Filter Ventilation on U.S. Smokers' Perceptions and Biomarkers of Exposure and Potential Harm.,2021,Independent,Mixed,Mixed,less harmful,harmful,
33086157,"A comparison of product dependence among cigarette only, ENDS only, and dual users: Findings from Wave 3 (2015-2016) of the PATH study.",2020,COI Declared,Neutral,Neutral,,,no difference
33077506,Vape shop and consumer activity during COVID-19 non-essential business closures in the USA.,2021,Independent,Not coded,Not applicable,,,
33075692,Predictors of nicotine dependence among adolescent waterpipe and cigarette smokers: A 6-year longitudinal analysis.,2020,COI Declared,Positive,Mixed,cessation,dependence; targeting youth; nicotine dependence; initiation,
33071065,An update on controversies in e-cigarettes.,2020,Independent,Negative,Negative,,toxicity,
33067408,Tobacco industry targeting of health-conscious youth with 'lighter' cigarettes: the case of Singapore.,2021,Independent,Not coded,Positive,harm reduction,,
33025067,Cancer potencies and margin of exposure used for comparative risk assessment of heated tobacco products and electronic cigarettes aerosols with cigarette smoke.,2021,Tobacco Company,Not coded,Not applicable,,,
33021780,Electronic Cigarettes Are Chemical Reactors: Implication to Toxicity.,2020,Independent,Not coded,Not applicable,,,
33013277,"Perceived relative harm of heated tobacco products (IQOS), e-cigarettes, and cigarettes among adults in Canada: Findings from the ITC Project.",2020,COI Declared,Not coded,Negative,,health risk,
32994299,"Awareness, trial and use of heated tobacco products among adult cigarette smokers and e-cigarette users: findings from the 2018 ITC Four Country Smoking and Vaping Survey.",2022,COI Declared,Not coded,Not applicable,,,
32992667,Changes in Smoking and Vaping over 18 Months among Smokers and Recent Ex-Smokers: Longitudinal Findings from the 2016 and 2018 ITC Four Country Smoking and Vaping Surveys.,2020,COI Declared,Not coded,Not applicable,,,
32987121,"Expression and functional identification of two homologous nicotine dehydrogenases, NicA2 and Nox, from Pseudomonas sp. JY-Q.",2021,Independent,Not coded,Negative,,contamination,
32986370,Influence of Tobacco Marketing on Nepalese Adolescents: Cigarette Use and Susceptibility to Cigarette Use.,2020,Independent,Not coded,Not applicable,,,
32967125,Electrodialytic Desalination of Tobacco Sheet Extract: Membrane Fouling Mechanism and Mitigation Strategies.,2020,Independent,Not coded,Not applicable,,,
32967122,Mitigating Effects of,2020,Independent,Not coded,Not applicable,,,
32961924,Smokers' and Young Adult Non-Smokers' Perceptions and Perceived Impact of Snus and E-Cigarette Modified Risk Messages.,2020,Independent,Not coded,Positive,benefits,,
32961046,"The Impact of Heated Tobacco Products on Smoking Cessation, Tobacco Use, and Tobacco Sales in South Korea.",2020,Independent,Positive,Positive,quitting,,
32949419,England SimSmoke: the impact of nicotine vaping on smoking prevalence and smoking-attributable deaths in England.,2021,Independent,Not coded,Not applicable,,,
32932952,Patterns of Use of Vaping Products Among Smokers: Findings from the 2016-2018 International Tobacco Control (ITC) New Zealand Surveys.,2020,COI Declared,Mixed,Not applicable,,,
32919101,Lipid laden macrophages and electronic cigarettes in healthy adults.,2020,COI Declared,Negative,Negative,,cancer,
32918820,"Impact of the Tobacco Products Directive on self-reported exposure to e-cigarette advertising, promotion and sponsorship in smokers-findings from the EUREST-PLUS ITC Europe Surveys.",2020,Independent,Not coded,Neutral,"effective ; tobacco control policy evaluation survey waves (2016 and 2018) in a cohort of 6011 adult smokers from germany, greece, hungary, poland, romania and spain (eurest-plus project) using longitudinal generalized estimating equations models. overall, there was a significant increase in ecaps exposure [adjusted odds ratio (aor): 1.25, 95% ci: 1.09-1.44]. conclusions: the findings suggest that the tpd2 was generally effective",,further research
32901222,An Analysis of the FTC's Attempt to Stop the Altria-Juul Labs Deal.,2020,COI Declared,Not coded,Not applicable,,,
35813077,Investigating the effect of e-cigarette use on quitting smoking in adults aged 25 years or more using the PATH study.,2020,COI Declared,Positive,Positive,quit; helps,,
32887586,"Exposure to e-cigarette advertising, attitudes, and use susceptibility in adolescents who had never used e-cigarettes or cigarettes.",2020,Independent,Not coded,Not applicable,,,
32881778,Vaping in the Workplace: Implications for Employer-Sponsored Tobacco Cessation Programs.,2020,Independent,Not coded,Not applicable,,,
32880309,"Nicotine dependence, socioeconomic status, lifestyle behaviours and lifetime quit attempts among adult smokers in South Africa.",2020,Independent,Negative,Mixed,cessation,dependence; nicotine dependence,
32877429,Role of e-cigarettes and pharmacotherapy during attempts to quit cigarette smoking: The PATH Study 2013-16.,2020,COI Declared,Positive,Positive,cessation; quit ; abstinence,,
32858241,Area-level differences in the prices of tobacco and electronic nicotine delivery systems - A systematic review.,2020,Independent,Not coded,Negative,,manipulation,
32855354,Exploitation of the COVID-19 pandemic by e-cigarette marketers.,2021,Independent,Not coded,Not applicable,,,
32855268,Genetics of Smoking Behaviors in American Indians.,2020,Independent,Not coded,Positive,cessation; effective,,
32838540,E-cigarettes and vaping - a panacea or a bane to smoking in current times?,2021,Independent,Not coded,Not applicable,,,
32826387,"COVID-19, smoking and inequalities: a study of 53 002 adults in the UK.",2021,COI Declared,Not coded,Not applicable,,,
32825565,The Prototypes of Tobacco Users Scale (POTUS) for Cigarette Smoking and E-Cigarette Use: Development and Validation.,2020,COI Declared,Positive,Mixed,cessation,manipulation; initiation,
32817571,"New tobacco products, old advertising strategies: point-of-sale advertising in Guatemala.",2021,Independent,Not coded,Not applicable,,,
32812888,A Mobile Health Intervention for Adolescents Exposed to Secondhand Smoke: Pilot Feasibility and Efficacy Study.,2020,COI Declared,Not coded,Positive,effective ; efficacy,,
32802467,Electronic nicotine delivery systems (ENDS): not still ready to put on END.,2020,Independent,Not coded,Not applicable,,,
32797840,"Chiral determination of nornicotine, anatabine and anabasine in tobacco by achiral gas chromatography with (1S)-(-)-camphanic chloride derivatization: Application to enantiomeric profiling of cultivars and curing processes.",2020,Independent,Not coded,Positive,successfully,,
32796080,Co-optation of harm reduction by Big Tobacco.,2021,COI Declared,Not coded,Not applicable,,,
32795737,"""Don't do vape, bro!"" A qualitative study of youth's and parents' reactions to e-cigarette prevention advertisements.",2021,Independent,Not coded,Positive,cessation; effective ,,
32763706,Mitigation of harmful chemical formation from pyrolysis of tobacco waste using CO,2021,Independent,Negative,Negative,,harmful; manipulate,
32757951,"Smoking, Vaping, and Tobacco Industry During COVID-19 Pandemic: Twitter Data Analysis.",2020,Independent,Not coded,Not applicable,,,
32717499,"Association between income and education with quit attempts, use of cessation aids, and short-term success in tobacco smokers: A social gradient analysis from a population-based cross-sectional household survey in Germany (DEBRA study).",2020,Independent,Positive,Positive,cessation; quit ,,
32691587,Mechanistic Insight into a Novel Ultrasensitive Nicotine Assay Base on High-Efficiency Quenching of Gold Nanocluster Cathodic Electrochemiluminescence.,2020,Independent,Not coded,Positive,successfully,,
32657693,The need to regulate electronic cigarettes amidst health concerns: Let's follow the evidence.,2020,Independent,Not coded,Not applicable,,,
32654838,Young Adult JUUL Users' Beliefs About JUUL.,2021,Independent,Not coded,Negative,,initiation,
32637557,Vaping for weight control: Findings from a qualitative study.,2020,Independent,Positive,Positive,cessation,,
32629146,Predictive validity of the adult tobacco dependence index: Findings from waves 1 and 2 of the Population Assessment of Tobacco and Health (PATH) study.,2020,COI Declared,Not coded,Not applicable,,,
32613534,Evaluation of the Opinions of Family Physicians on Some Tobacco Products.,2020,Independent,Mixed,Not applicable,,,
32612402,"A Qualitative Exploration of Consumers' Perceived Impacts, Behavioural Reactions, and Future Reflections of the EU Tobacco Products Directive (2017) as Applied to Electronic Cigarettes.",2020,COI Declared,Not coded,Positive,improve,,
32611748,The tobacco industry and electronic cigarette manufacturers enjoy a loophole in the legal definition of tobacco in South Korean law.,2020,Independent,Not coded,Not applicable,,,
35821735,Are Urine Propylene Glycol or Vegetable Glycerin Markers of E-cigarette Use or Abstinence?,2020,COI Declared,Positive,Positive,abstinence,,
35530662,Analysis of Multiple Biomarkers Using Structural Equation Modeling.,2020,COI Declared,Negative,Negative,,harmful,
32603797,The past is not the future in tobacco control.,2020,Independent,Positive,Mixed,lower risk,harmful,
32601147,Analysis of FDA's IQOS marketing authorisation and its policy impacts.,2020,Independent,Not coded,Negative,,genotoxic,
32601126,"E-cigarette Marketing Regulations and Youth Vaping: Cross-Sectional Surveys, 2017-2019.",2020,COI Declared,Not coded,Positive,effectiveness,,
32588848,Simple and rapid nicotine analysis using a disposable silica nanochannel-assisted electrochemiluminescence sensor.,2020,Independent,Not coded,Not applicable,,,
32587110,Philip Morris patents 'harm reduction' electronic waterpipe.,2020,Independent,Not coded,Not applicable,,,
32584238,Health Hazards and Complications Associated with Electronic Cigarettes: A Review.,2020,Independent,Not coded,Not applicable,,,
32547048,Cognitive performance effects of nicotine and industry affiliation: a systematic review.,2020,Independent,Not coded,Not applicable,,,
32546665,Perceived risk of electronic cigarettes compared with combustible cigarettes: direct versus indirect questioning.,2020,Independent,Not coded,Mixed,modified risk,harmful,
32535010,Reducing the relative value of cigarettes: Considerations for nicotine and non-nicotine factors.,2020,Independent,Not coded,Negative,,reinforcing,
32522818,Might limiting liquid nicotine concentration result in more toxic electronic cigarette aerosols?,2021,COI Declared,Not coded,Not applicable,,,
32497589,History repeats itself: Role of characterizing flavors on nicotine use and abuse.,2020,Independent,Not coded,Not applicable,,,
32474409,Industry sponsored harm reduction conference courts Indigenous peoples in Canada.,2020,Independent,Not coded,Not applicable,,,
32474408,Big tobacco using Trojan horse tactics to exploit Indigenous peoples.,2020,Independent,Not coded,Not applicable,,,
32467835,E-cigarette and hookah adoption patterns: Is the harm reduction theory just so much smoke?,2020,Independent,Not coded,Negative,,initiation,
32461341,"World No Tobacco Day: smoking, nicotine and children.",2020,COI Declared,Not coded,Not applicable,,,
32455913,Thermoplastic Disks Used for Commercial Orthodontic Aligners: Complete Physicochemical and Mechanical Characterization.,2020,Independent,Not coded,Not applicable,,,
32447318,Flavoured pod attachments score big as FDA fails to enforce premarket review.,2020,Independent,Not coded,Not applicable,,,
32447315,"Effect of flavour manipulation on ENDS (JUUL) users' experiences, puffing behaviour and nicotine exposure among US college students.",2020,COI Declared,Not coded,Negative,,manipulation,
32443663,What Is Accounting for the Rapid Decline in Cigarette Sales in Japan?,2020,COI Declared,Not coded,Positive,decline in cigarette,,
32436297,"Use of electronic nicotine delivery systems (ENDS) in lesbian, gay, bisexual, transgender and queer persons: Implications for public health nursing.",2020,Independent,Positive,Positive,cessation,,
32433737,Compliance With FDA Nicotine Warning Statement Provisions in E-liquid Promotion Posts on Instagram.,2020,Independent,Not coded,Not applicable,,,
32409110,The role of subjective responses in electronic cigarette uptake and substitution in adult smokers.,2020,COI Declared,Positive,Positive,abstinence; successful,,
32404518,"Impact of flavors and humectants on waterpipe tobacco smoking topography, subjective effects, toxicant exposure and intentions for continued use.",2020,COI Declared,Not coded,Negative,,toxicant,
32398271,JUUL targets military personnel and veterans.,2020,Independent,Not coded,Not applicable,,,
32374703,Shortcomings of the Food and Drug Administration Guidance Addressed by Congress 2020 HR 2339.,2020,Independent,Not coded,Not applicable,,,
32374699,"Refining the Food and Drug Administration's Public Communications, Research Priorities, and Policy Evaluation.",2020,Independent,Not coded,Not applicable,,,
32374698,The Food and Drug Administration as Gatekeeper and the Menthol Exemption.,2020,Independent,Not coded,Not applicable,,,
32374697,The Food and Drug Administration Is Not Positioned to Deter Adolescent E-Cigarette Use.,2020,Independent,Not coded,Not applicable,,,
32374694,Placing the Legal Vape Market in the Hands of Big Tobacco.,2020,Independent,Not coded,Not applicable,,,
32374692,The Australian Approach to Tobacco Harm Reduction Is Even More Misguided Than the US Approach.,2020,Independent,Not coded,Not applicable,,,
32374691,Restricting Flavors in ENDS Could Have Repercussions Beyond Youths' Use.,2020,Tobacco Company,Not coded,Not applicable,,,
32374689,Will E-Cigarette Regulation Evolve in Pace With New Products?,2020,Independent,Not coded,Not applicable,,,
32367532,Parents Are Unaware of Their Youths' Tobacco Use: Results from the Population Assessment of Tobacco and Health Study.,2020,Independent,Not coded,Negative,,youth tobacco,
32355323,"A comparison of the electrical characteristics, liquid composition, and toxicant emissions of JUUL USA and JUUL UK e-cigarettes.",2020,COI Declared,Not coded,Not applicable,,,
34350312,Product Substitution After A Real-World Menthol Ban: A Cohort Study.,2020,COI Declared,Not coded,Positive,effective ,,
32335031,"Tobacco harm reduction: Past history, current controversies and a proposed approach for the future.",2020,Independent,Not coded,Negative,,mortality; deaths,
32276166,Survey of characteristics of exposure to mainstream cigarette smoke using discarded cigarette butts from Korean smokers.,2020,Independent,Not coded,Not applicable,,,
32274416,"Discretionary spending priorities of unemployed, job-seeking adults who smoke cigarettes.",2020,COI Declared,Not coded,Not applicable,,,
32273434,E-cigarette flavour enhancers: Flavoured pod attachments compatible with JUUL and other pod-based devices.,2020,Independent,Not coded,Not applicable,,,
32252343,High Particulate Matter Burden of Cigarettes from the United Arab Emirates and Germany: Are There Country-Specific Differences?,2020,Independent,Negative,Not applicable,,,
32235713,Integration of Tobacco Treatment Services into Cancer Care at Stanford.,2020,COI Declared,Mixed,Mixed,abstinence; efficacy,cancer,
32235702,Concurrent Daily and Non-Daily Use of Heated Tobacco Products with Combustible Cigarettes: Findings from the 2018 ITC Japan Survey.,2020,COI Declared,Positive,Not applicable,,,
35117678,Reviewing the oral carcinogenic potential of E-cigarettes using the Bradford Hill criteria of causation.,2020,Independent,Neutral,Negative,,carcinogenic,
32224420,Evaluation of nicotine patch adherence measurement using self-report and saliva cotinine among abstainers in a smoking cessation trial.,2020,COI Declared,Not coded,Not applicable,,,
32217772,"Social media use by leading US e-cigarette, cigarette, smokeless tobacco, cigar and hookah brands.",2020,Independent,Not coded,Not applicable,,,
32217771,Vape-only versus vape-and-smoke shops: sales to minors in four states.,2020,Independent,Not coded,Not applicable,,,
32184338,'Open-System' electronic cigarettes cannot be regulated effectively.,2021,COI Declared,Not coded,Not applicable,,,
32179563,Is dual use of nicotine products and cigarettes associated with smoking reduction and cessation behaviours? A prospective study in England.,2020,COI Declared,Not coded,Positive,reduction in cigarette,,
32166575,Comprehensive Parent-Metabolite PBPK/PD Modeling Insights into Nicotine Replacement Therapy Strategies.,2020,COI Declared,Mixed,Mixed,cessation; helpful,dependence; nicotine dependence,
32157176,Genome-wide association meta-analysis of nicotine metabolism and cigarette consumption measures in smokers of European descent.,2021,COI Declared,Positive,Positive,cessation,,
32148093,[Vaping-associated lung injury].,2020,Independent,Not coded,Positive,safer; alternative to smoking,,
32145496,Adult perceptions of the relative harm of tobacco products and subsequent tobacco product use: Longitudinal findings from waves 1 and 2 of the population assessment of tobacco and health (PATH) study.,2020,COI Declared,Positive,Mixed,cessation; benefit,initiation,
32129504,Pharmacological interventions for promoting smoking cessation during pregnancy.,2020,COI Declared,Positive,Neutral,cessation; effective ; efficacy,,further research
32126511,Genomic diversity analysis and identification of novel SSR markers in four tobacco varieties by high-throughput resequencing.,2020,Independent,Not coded,Not applicable,,,
32122384,Potential effects of using non-combustible tobacco and nicotine products during pregnancy: a systematic review.,2020,COI Declared,Not coded,Not applicable,,,
32120197,E-cigarette use is prospectively associated with initiation of cannabis among college students.,2020,COI Declared,Not coded,Not applicable,,,
32108947,"Fighting the teen vaping epidemic: With rates of adolescent vaping on the rise, experts caution that new federal rules targeting e-cigarettes may not be strong enough.",2020,Independent,Not coded,Not applicable,,,
32108086,"E-cigarette advertising expenditures in the USA, 2014-2018.",2020,Independent,Not coded,Not applicable,,,
32102910,The Impact of Exclusive Use of Very Low Nicotine Cigarettes on Compensatory Smoking: An Inpatient Crossover Clinical Trial.,2020,COI Declared,Neutral,Mixed,reduction in nicotine,increase in smoking,no significant
32102909,Mouth-Level Nicotine Intake Estimates from Discarded Filter Butts to Examine Compensatory Smoking in Low Nicotine Cigarettes.,2020,COI Declared,Not coded,Positive,reduction in nicotine,,
32086385,Costs of vaping: evidence from ITC Four Country Smoking and Vaping Survey.,2021,COI Declared,Not coded,Not applicable,,,
32083364,Comparison of smoking cessation rates of Quitline users in Korea between smokers of ultra-low nicotine yield cigarettes and other types of cigarette: a prospective study.,2020,Independent,Positive,Mixed,quit ; efficacy; successfully,dependence; nicotine dependence,
32073770,[Cigarette smoke and nicotine during pregnancy : where are we today?].,2020,Independent,Negative,Not applicable,,,
32064741,Shared genetic risk between eating disorder- and substance-use-related phenotypes: Evidence from genome-wide association studies.,2021,COI Declared,Not coded,Negative,,initiation,
32053603,"Standardised packaging, minimum excise tax, and RYO focussed tax rise implications for UK tobacco pricing.",2020,Independent,Not coded,Negative,,manipulation,
32048584,How Should Global Tobacco Control Efforts Be Prioritized to Protect Children in Resource-Poor Regions?,2020,Independent,Not coded,Negative,,health threat,
32048578,How Should Physicians in Low- and Middle-Income Countries Regard Electronic Nicotine Delivery Systems to Facilitate Smoking Cessation?,2020,Independent,Mixed,Mixed,harm reduction; effectiveness,addiction; nicotine addiction,
32041831,Comprehensive overview of common e-liquid ingredients and how they can be used to predict an e-liquid's flavour category.,2021,Independent,Not coded,Not applicable,,,
32034866,Simultaneous determination of six alkaloids in tobacco and tobacco products by direct analysis of real-time triple quadrupole mass spectrometry with a modified pretreatment method.,2020,Independent,Not coded,Not applicable,,,
32029985,Pregnancy Outcome in Occupational Tobacco Exposure: A Cohort Study from South India.,2020,Independent,Negative,Not applicable,,,
32019647,High School Youth and E-cigarettes: The Influence of Modified Risk Statements and Flavors on E-cigarette Packaging.,2020,Independent,Negative,Negative,,higher risk,
32001280,Determining the impact of flavored e-liquids on aldehyde production during Vaping.,2020,Tobacco Company,Not coded,Not applicable,,,
31959100,Transcriptome analysis reveals key genes involved in the regulation of nicotine biosynthesis at early time points after topping in tobacco (Nicotiana tabacum L.).,2020,Independent,Not coded,Not applicable,,,
31940415,Chemical analysis of snus products from the United States and northern Europe.,2020,Independent,Negative,Negative,,adverse health,
31934869,The Use of Web-Based Support Groups Versus Usual Quit-Smoking Care for Men and Women Aged 21-59 Years: Protocol for a Randomized Controlled Trial.,2020,COI Declared,Positive,Mixed,quitting,relapse,
31908191,Cigarette and E-Cigarette Retail Marketing on and Near California Tribal Lands.,2020,Independent,Not coded,Not applicable,,,
35233388,#Vape: Measuring E-Cigarette Influence on Instagram With Deep Learning and Text Analysis.,2020,Independent,Not coded,Not applicable,,,
31867627,The Biological Impact of Menthol on Tobacco Dependence.,2020,Independent,Negative,Negative,,addictive; dependence,
31837232,Twenty-four-hour subjective and pharmacological effects of ad-libitum electronic and combustible cigarette use among dual users.,2020,Independent,Not coded,Not applicable,,,
31821492,Characterization of Nicotine Salts in 23 Electronic Cigarette Refill Liquids.,2020,Independent,Not coded,Not applicable,,,
31664162,"Vaping among youth and young adults: a ""red alert"" state.",2020,Independent,Neutral,Not applicable,,,
31641752,Human Biomarker Exposure From Cigarettes Versus Novel Heat-Not-Burn Devices: A Systematic Review and Meta-Analysis.,2020,Independent,Not coded,Neutral,improved,,further research
31570931,Biochemical Verification of Tobacco Use and Abstinence: 2019 Update.,2020,COI Declared,Positive,Positive,abstinence; benefits,,
31329942,"Advice to the European Commission as Regards Type and Criteria for Comprehensive Studies to Be Requested From Manufacturers: The Opinion of the Scientific Committee on Health, Environmental, and Emerging Risks (SCHEER).",2020,Independent,Negative,Negative,,toxic; addictive,
31198962,Exposure to Multimedia Tobacco Marketing and Product Use Among Youth: A Longitudinal Analysis.,2020,Independent,Not coded,Not applicable,,,
31127298,"Research on Youth and Young Adult Tobacco Use, 2013-2018, From the Food and Drug Administration-National Institutes of Health Tobacco Centers of Regulatory Science.",2020,Independent,Positive,Not applicable,,,
30887032,Evaluating a Real World Ban on Menthol Cigarettes: An Interrupted Time-Series Analysis of Sales.,2020,Independent,Not coded,Positive,effective,,
30312465,History and Current Trends in the Electronic Cigarette Retail Marketplace in the United States: 2010-2016.,2020,Independent,Not coded,Not applicable,,,
36218659,"FDA Orders Many e-Cigarette Products Off the Market, but Delays Decision on Largest Manufacturers.",2021,Independent,Not coded,Not applicable,,,
35528952,Prevalence and patterns of tobacco and/or nicotine product use in Japan (2017) after the launch of a heated tobacco product (,2021,Tobacco Company,Not coded,Not applicable,,,
35316937,Heterogeneity and other problems in a pooled analysis of snus use and mortality.,2021,COI Declared,Not coded,Not applicable,,,
35309855,A conceptual framework for assessing the public health effects from snus and novel non-combustible nicotine products.,2021,Independent,Not coded,Positive,benefits,,
35030507,Associations of e-cigarette industry beliefs and e-cigarette use and susceptibility among youth and young adults in the United States.,2022,Independent,Not coded,Not applicable,,,
34976664,Exploring the implications of modified risk claim placement in tobacco advertising.,2021,Independent,Not coded,Not applicable,,,
34964716,Examining Twitter Discourse on Electronic Cigarette and Tobacco Consumption During National Cancer Prevention Month in 2018: Topic Modeling and Geospatial Analysis.,2021,Independent,Negative,Mixed,effective ,cancer; lung cancer,
34964590,Taxation options for nicotine and tobacco products in Switzerland - a review of tax policies.,2021,Independent,Mixed,Mixed,less harmful,harmful; mortality; initiation; burden,
34962556,Association of e-Cigarette Use With Discontinuation of Cigarette Smoking Among Adult Smokers Who Were Initially Never Planning to Quit.,2021,Independent,Positive,Positive,cessation; quit smoking; benefit,,
34953893,The effect of emerging tobacco related products and their toxic constituents on thrombosis.,2022,Independent,Not coded,Negative,,toxic; negative health,
34933937,The Cheyenne River Sioux Tribe resists JUUL's targeted exploitation.,2023,Independent,Not coded,Not applicable,,,
34933210,Perceived risk factors for severe Covid-19 symptoms and their association with health behaviours: Findings from the HEBECO study.,2022,Independent,Not coded,Negative,,exacerbate,
34911814,"Standardising the measurement of e-cigarette taxes in the USA, 2010-2020.",2023,Independent,Not coded,Not applicable,,,
34876532,Poland is not replicating the HTP experience in Japan: a cautionary note.,2023,COI Declared,Not coded,Not applicable,,,
34857646,Applying topic modelling and qualitative content analysis to identify and characterise ENDS product promotion and sales on Instagram.,2023,COI Declared,Not coded,Negative,,epidemic,
34852728,Promoting healthier options? Inside the branding of light cigarettes and targeting youth in Brazil.,2022,Independent,Not coded,Not applicable,,,
34845063,Variations in cigarette brand characteristics: can consumers tell the difference?,2023,Independent,Not coded,Not applicable,,,
34838030,Reporting and methodological quality of systematic literature reviews evaluating the associations between e-cigarette use and cigarette smoking behaviors: a systematic quality review.,2021,Tobacco Company,Not coded,Not applicable,,,
34813492,Gender-Based Differences and Associated Factors Surrounding Excessive Smartphone Use Among Adolescents: Cross-sectional Study.,2021,Independent,Not coded,Not applicable,,,
34799435,PMI New Zealand conflates IQOS heated tobacco products with electronic nicotine delivery systems.,2023,Independent,Not coded,Not applicable,,,
34788557,Underage sales signage in vape shops: Comparison of stores near and far from California colleges.,2023,Independent,Positive,Positive,improved,,
34780134,Compliance to Online Retail of Electronic Nicotine Delivery Systems (ENDS) in India before and after the 2018 Ban Order of the Government of India.,2021,Independent,Not coded,Positive,cessation; harm reduction; benefits,,
34769666,Digital Surveillance to Identify California Alternative and Emerging Tobacco Industry Policy Influence and Mobilization on Facebook.,2021,COI Declared,Neutral,Neutral,,,further research
34739507,Genetic predispositions moderate the effectiveness of tobacco excise taxes.,2021,Independent,Not coded,Positive,benefit; effective ,,
34737999,E-Cigarettes as a Growing Threat for Children and Adolescents: Position Statement From the European Academy of Paediatrics.,2021,Independent,Positive,Negative,,dangerous,
34714245,Characterizing Vaping Industry Political Influence and Mobilization on Facebook: Social Network Analysis.,2021,COI Declared,Not coded,Not applicable,,,
34695685,"Responses to potential nicotine vaping product flavor restrictions among regular vapers using non-tobacco flavors: Findings from the 2020 ITC Smoking and Vaping Survey in Canada, England and the United States.",2022,COI Declared,Not coded,Not applicable,,,
34695673,"Young people's e-cigarette risk perceptions, policy attitudes, and past-month nicotine vaping in 30 U.S. cities.",2021,COI Declared,Not coded,Neutral,efficacy,,not significantly
34688982,Testing potential disclosures for e-cigarette sponsorship on social media.,2022,Independent,Not coded,Not applicable,,,
34677631,Estimating the reduction in US mortality if cigarettes were largely replaced by e-cigarettes.,2022,COI Declared,Not coded,Negative,,deaths,
34672061,Re-exploring the early relationship between teenage cigarette and e-cigarette use using price and tax changes.,2022,Independent,Not coded,Not applicable,,,
34667105,IQOS marketing strategies in the USA before and after US FDA modified risk tobacco product authorisation.,2023,COI Declared,Positive,Positive,reduced exposure,,
34626940,"Qualitative and quantitative comparison of flavor chemicals in tobacco heating products, traditional tobacco products and flavoring capsules.",2022,Independent,Not coded,Not applicable,,,
34611048,Tobacco industry strategies for flavour capsule cigarettes: analysis of patents and internal industry documents.,2023,Independent,Not coded,Negative,,targeting young; exploiting,
34599228,Analyses of nicotine metabolism biomarker genetics stratified by sex in African and European Americans.,2021,COI Declared,Neutral,Not applicable,,,
34599083,"'No-Barriers' tobacco product? Selling smokeless tobacco to women, people of colour and the LGBTQ+ community in the USA.",2023,Independent,Not coded,Not applicable,,,
34535510,Tactics of the tobacco industry in an Arab nation: a review of tobacco documents in Oman.,2023,Independent,Not coded,Mixed,"effective ; smoking bans, delayed regulations to lower tar and nicotine content of cigarettes, and to require effective health warnings, circumvented a tobacco advertising, promotion and sponsorship ban and provided voluntary codes as an alternative to effective",epidemic,
34531313,Arguments used by proponents and opponents in Brazil's regulatory discussions of e-cigarettes and heated tobacco products.,2023,Independent,Positive,Positive,harm reduction,,
34526410,"Effectiveness of ENDS, NRT and medication for smoking cessation among cigarette-only users: a longitudinal analysis of PATH Study wave 3 (2015-2016) and 4 (2016-2017), adult data.",2023,COI Declared,Positive,Mixed,cessation; quitting; effective ,health effect,
34511407,'Beyond nicotine' marketing strategies: Big Tobacco diversification into the vaping and cannabis product sectors.,2023,COI Declared,Not coded,Not applicable,,,
34493630,Synthetic nicotine has arrived.,2023,COI Declared,Not coded,Not applicable,,,
34485931,"Use of a rapid human primary cell-based disease screening model, to compare next generation products to combustible cigarettes.",2021,Tobacco Company,Negative,Positive,lower risk,,
34482470,Co-composting of fresh tobacco leaves and soil: an exploration on the utilization of fresh tobacco waste in farmland.,2022,Independent,Not coded,Not applicable,,,
34476898,Functional characterization of novel rare CYP2A6 variants and potential implications for clinical outcomes.,2022,COI Declared,Positive,Not applicable,,,
34463989,Oral and periodontal implications of tobacco and nicotine products.,2021,Independent,Positive,Not applicable,,,
34458587,Protocol for expansion of an existing national monthly survey of smoking behaviour and alcohol use in England to Scotland and Wales: The Smoking and Alcohol Toolkit Study.,2021,COI Declared,Not coded,Mixed,quit smoking,dependence; hazardous; nicotine dependence,
34452987,Tobacco industry's 'behind the scenes' tactics in Singapore.,2023,Independent,Not coded,Mixed,"tobacco control article 5.3. this study describes how tobacco companies influence policymaking in a highly regulated environment such as singapore's, where there is a strong government commitment to article 5.3. subsequently, we conducted one-on-one interviews with key informants from sectors mentioned in the documents (academia, arts, government, public health, media, trade, education) to fill gaps in information and provide context to events described in the documents. results: in the 1980s and 1990s, tobacco companies observed that, to influence policy within singapore's 'hostile' environment, they needed to use 'behind the scenes' tactics, targeting influential individuals at social functions or industry-sponsored events. tobacco companies used arts and education sponsorships primarily for political purposes, to gain",industry interference,
34440946,"Tobacco, Nicotine and Health.",2021,Independent,Positive,Positive,successful,,
34419192,Vectura shareholders consider tobacco giant's takeover bid.,2021,Independent,Not coded,Not applicable,,,
34413327,"RNA-Seq, physiological, and biochemical analysis of burley tobacco response to nitrogen deficiency.",2021,Independent,Not coded,Not applicable,,,
34400455,E-cigarette advertising exposure among South African adults in 2017: findings from a nationally representative cross-sectional survey.,2021,Independent,Not coded,Not applicable,,,
34396553,Clinical Pharmacology of Electronic Nicotine Delivery Systems (ENDS): Implications for Benefits and Risks in the Promotion of the Combusted Tobacco Endgame.,2021,Independent,Not coded,Positive,quit smoking,,
34393624,Unfriendly Fire: How the Tobacco Industry is Destroying the Future of Our Children.,2021,Independent,Not coded,Negative,,toxic,
34389687,Evidence of potential tobacco industry influence in,2023,COI Declared,Not coded,Not applicable,,,
